"axis","gene_set","rank","es"
"triplet_pairs","expressed_TRUE",5196,0.116934369446813
"triplet_pairs","expressed_TRUE",5209,0.1170258621424
"triplet_pairs","expressed_TRUE",5223,0.117225252982139
"triplet_pairs","expressed_TRUE",5236,0.117447863995564
"triplet_pairs","expressed_TRUE",5249,0.117408238373312
"triplet_pairs","expressed_TRUE",5262,0.117761967704577
"triplet_pairs","expressed_TRUE",5275,0.117853460400163
"triplet_pairs","expressed_TRUE",5288,0.11794495309575
"triplet_pairs","expressed_TRUE",5301,0.118298682427015
"triplet_pairs","expressed_TRUE",5314,0.118390175122601
"triplet_pairs","expressed_TRUE",5327,0.118612786136027
"triplet_pairs","expressed_TRUE",5340,0.118573160513775
"triplet_pairs","expressed_TRUE",5353,0.118664653209362
"triplet_pairs","expressed_TRUE",5366,0.119018382540626
"triplet_pairs","expressed_TRUE",5380,0.119348891698204
"triplet_pairs","expressed_TRUE",5393,0.119702621029468
"triplet_pairs","expressed_TRUE",5406,0.119531877089377
"triplet_pairs","expressed_TRUE",5419,0.119623369784964
"triplet_pairs","expressed_TRUE",5432,0.11984598079839
"triplet_pairs","expressed_TRUE",5445,0.119806355176137
"triplet_pairs","expressed_TRUE",5458,0.120160084507402
"triplet_pairs","expressed_TRUE",5471,0.120382695520827
"triplet_pairs","expressed_TRUE",5484,0.120605306534253
"triplet_pairs","expressed_TRUE",5497,0.120959035865517
"triplet_pairs","expressed_TRUE",5510,0.121312765196782
"triplet_pairs","expressed_TRUE",5524,0.121512156036521
"triplet_pairs","expressed_TRUE",5537,0.121734767049946
"triplet_pairs","expressed_TRUE",5550,0.122219614699049
"triplet_pairs","expressed_TRUE",5563,0.12296669898383
"triplet_pairs","expressed_TRUE",5576,0.123451546632934
"triplet_pairs","expressed_TRUE",5589,0.12354303932852
"triplet_pairs","expressed_TRUE",5602,0.123765650341946
"triplet_pairs","expressed_TRUE",5615,0.123726024719694
"triplet_pairs","expressed_TRUE",5628,0.123817517415281
"triplet_pairs","expressed_TRUE",5641,0.1246957200179
"triplet_pairs","expressed_TRUE",5654,0.125049449349165
"triplet_pairs","expressed_TRUE",5667,0.125534296998268
"triplet_pairs","expressed_TRUE",5681,0.12534033288449
"triplet_pairs","expressed_TRUE",5694,0.125562943897916
"triplet_pairs","expressed_TRUE",5707,0.12591667322918
