label	motif	max_TF_exp	ATAC_enhancer_var	ATAC_promoter_var	RNA_enhancer_var	RNA_promoter_var	ATAC_enhancer_padj	ATAC_promoter_padj	RNA_enhancer_padj	RNA_promoter_padj	var_ATAC_enhancer	var_RNA_enhancer	var_ATAC_promoter	var_RNA_promoter	ATAC_enhancer_corr	ATAC_promoter_corr	RNA_enhancer_corr	RNA_promoter_corr	varNcorr05_ATAC_enhancer	varNcorr05_ATAC_promoter	varNcorr05_RNA_enhancer	varNcorr05_RNA_promoter	motifID	TF_symbol	motifName	TF_activator	TF_repressor	TF_pioneer	TF_closer	ATAC+	ATAC-	RNA+	RNA-
MA0138.3_REST	MA0138.3_REST	0.497621938676246	3.63885646168579	1.66131270147915	1.66019768647452	0.617125396023913	0	2.95170437463117e-65	2.22911809352516e-64	1	yes	yes	no	no	-0.921143557786245	0.497835033478829	-0.819180183498812	-0.784546997288148	yes	no	yes	no	MA0138.3	REST	REST	No	Yes	No	Yes	No	Yes	No	Yes
MA0142.1_Pou5f1::Sox2_TF1	MA0142.1_Pou5f1::Sox2	2.59130397536966	9.71584494573065	2.34485912912104	0.797205363694344	0.636771370099585	0	7.3649919253666e-239	1	1	yes	no	yes	no	0.973863689083919	0.906032885257401	0.449593741249818	0.830078143974101	yes	yes	no	no	MA0142.1	POU5F1	Pou5f1::Sox2	Yes	Yes	Yes	No	Yes	No	No	No
MA0143.5_SOX2	MA0143.5_SOX2	1.4326641526609	1.68404356013165	1.94740480739533	1.01126224341175	1.34217926076623	1.48015263113102e-69	8.10690565892331e-126	0.947991113525762	3.98295224520894e-19	no	no	yes	yes	0.750314751595341	-0.253256890313494	-0.614845122658773	-0.879415317874864	no	no	no	yes	MA0143.5	SOX2	SOX2	No	No	Yes	No	No	No	No	Yes
MA0144.3_STAT3	MA0144.3_STAT3	0.527246507581442	2.08908414969677	0.994047725960611	1.74710127125006	0.909165671499279	1.19564858853573e-162	0.62490949703318	9.28225616473113e-81	1	no	yes	no	no	0.640459110895434	0.22649250544783	0.606002890155434	0.298164685712345	no	no	yes	no	MA0144.3	STAT3	STAT3	Yes	No	No	No	No	No	Yes	No
MA0146.3_Zfx	MA0146.3_Zfx	0.211691861165042	1.04067957675456	3.02391939864134	0.616370087030957	0.671292288494628	0.138980696660054	0	1	1	no	no	yes	no	0.648964510254911	-0.565745431430764	-0.225980694911982	-0.359336441182507	no	yes	no	no	MA0146.3	ZFX	Zfx	Yes	No	No	No	No	Yes	No	No
MA0154.5_EBF1	MA0154.5_EBF1	0.875050667434478	2.61941817092253	2.8366027679046	0.646937499374374	1.40307152276544	0	0	1	9.18090340365627e-26	yes	no	yes	yes	0.944397490347596	-0.704373255037843	-0.118119390963931	-0.919893338779519	yes	yes	no	yes	MA0154.5	EBF1	EBF1	Yes	Yes	Yes	No	Yes	Yes	No	Yes
MA0155.1_INSM1	MA0155.1_INSM1	0.660475801697102	0.850605603337504	2.56990202893115	0.670546300668266	1.07422272360795	1	5.62517156501872e-317	1	0.0778463681500131	no	no	yes	no	-0.601228362355935	-0.597809699070591	-0.223303789438174	0.483502296801616	no	yes	no	no	MA0155.1	INSM1	INSM1	No	Yes	No	Yes	No	Yes	No	No
MA0157.4_Foxo3	MA0157.4_Foxo3	0.305633601613288	5.41316333860603	1.13429573127745	0.871177371802876	0.690279004265658	0	0.000135661237157717	1	1	yes	no	no	no	-0.720014072088746	-0.326138279719762	0.367625966924707	-0.542426217711344	yes	no	no	no	MA0157.4	FOXO3	Foxo3	Yes	No	Yes	No	No	Yes	No	No
MA0158.2_HOXA5	MA0158.2_HOXA5	0.463367657604551	1.75573244430924	1.16623619859522	0.562589677690418	1.48928126552133	2.07469602380179e-83	3.42138815054613e-06	1	1.03071246000835e-36	no	no	no	yes	0.630974161737322	0.411875326579103	0.309783157552735	0.669765718460922	no	no	no	yes	MA0158.2	HOXA5	HOXA5	No	No	No	No	No	No	Yes	No
MA0480.3_Foxo1	MA0480.3_Foxo1	0.301494333528281	5.41316333860603	0.905305124418793	0.871177371802876	1.01465046832225	0	1	1	1	yes	no	no	no	0.921032772067857	0.353950999483336	-0.199942977537719	0.763012997179197	yes	no	no	no	MA0480.3	FOXO1	Foxo1	Yes	Yes	Yes	No	Yes	No	No	No
MA0481.4_FOXP1	MA0481.4_FOXP1	0.694151632930704	5.41316333860603	0.983097545163867	0.871177371802876	1.32224672299135	0	0.746486646908518	1	3.61766674845737e-17	yes	no	no	yes	-0.726860845732847	-0.248467181957336	0.199163413609836	0.582645963252685	yes	no	no	yes	MA0481.4	FOXP1	FOXP1	Yes	Yes	No	No	No	Yes	Yes	No
MA0488.2_JUN	MA0488.2_JUN	1.50328064989062	2.16277478665928	1.33359961943878	1.5689097586006	1.34747905403517	2.4794726482911e-183	3.60134393636765e-19	4.93969849786386e-49	1.14549906206857e-19	yes	yes	no	yes	0.789471369554054	0.683661860300723	-0.480117470659646	0.899917654895352	yes	no	no	yes	MA0488.2	JUN	JUN	Yes	No	No	No	Yes	No	Yes	No
MA0489.3_Jun	MA0489.3_Jun	1.50328064989062	5.76727162999772	2.11946986790316	1.58087433726026	1.75536004511442	0	9.53670194935083e-171	6.05111840405875e-51	8.30800726861233e-82	yes	yes	yes	yes	0.565511932443	-0.591051086905749	0.339591060052741	0.521224829052452	yes	yes	no	yes	MA0489.3	JUN	Jun	No	No	No	No	Yes	Yes	Yes	No
MA0490.3_JUNB	MA0490.3_JUNB	0.345426539446852	7.23352062443925	1.98945749198435	1.56812810553311	1.59471167799739	0	3.26477532734724e-136	6.45740981412385e-49	1.24812196543544e-52	yes	yes	yes	yes	0.687201406165072	-0.174334430505473	0.656049708638054	0.528212379605487	yes	no	yes	yes	MA0490.3	JUNB	JUNB	No	No	No	No	Yes	No	Yes	No
MA0491.3_JUND	MA0491.3_JUND	0.452590338686944	7.19372518705708	1.84227138696646	1.56126463617645	1.43742766706897	0	1.85717831196667e-101	7.54395078028494e-48	6.82126305841066e-30	yes	yes	yes	yes	0.639910873454154	-0.195776121749488	0.441513395318498	0.662470022022368	yes	no	no	yes	MA0491.3	JUND	JUND	No	No	No	No	Yes	No	Yes	No
MA0492.2_JUND	MA0492.2_JUND	0.452590338686944	2.59719579856997	2.06424708035981	1.12829887437437	1.25289907635483	0	1.21608604551687e-155	0.000681613161731977	3.06950562281552e-11	yes	yes	yes	yes	0.870880826103998	0.870645400244711	0.354619713951234	0.931692358376146	yes	yes	no	yes	MA0492.2	JUND	JUND	No	No	No	No	Yes	No	Yes	No
MA0498.3_MEIS1	MA0498.3_MEIS1	0.583595548499176	1.51211701688187	1.92921089717859	0.472987267754721	0.630704357291298	3.82186363641179e-41	1.94786188219686e-121	1	1	no	no	yes	no	0.843144932137327	0.871967351328582	0.559275816261894	0.650127949828017	no	yes	no	no	MA0498.3	MEIS1	MEIS1	Yes	No	No	No	Yes	No	No	No
MA0502.3_NFYB	MA0502.3_NFYB	0.602570450846825	1.67382108686888	2.66732946735155	1.06459553688429	0.607726600452673	1.12681690213616e-67	0	0.1035444452884	1	no	no	yes	no	-0.67944025131427	0.898705988094003	-0.693977659029614	-0.513705104766914	no	yes	no	no	MA0502.3	NFYB	NFYB	Yes	Yes	No	No	Yes	No	No	No
MA0514.3_Sox3	MA0514.3_Sox3	0.625856179525001	1.68404356013165	2.22702810468979	1.01126224341175	2.40751159457371	1.48015263113102e-69	5.6367961213917e-202	0.947991113525762	3.81407821254463e-258	no	no	yes	yes	0.834168027467203	-0.221899885816928	-0.506353340144315	-0.766904520313158	no	no	no	yes	MA0514.3	SOX3	Sox3	No	Yes	No	No	No	No	No	Yes
MA0515.1_Sox6	MA0515.1_Sox6	0.194408225513035	2.34410087825707	1.98345581337213	1.64850430995905	1.71973921503066	5.88173451480187e-239	1.0510786558766e-134	2.64370829873809e-62	7.62186901379031e-75	yes	yes	yes	yes	-0.507579300400136	-0.51788925615229	0.330891007306158	-0.102916843764859	yes	yes	no	no	MA0515.1	SOX6	Sox6	Yes	Yes	No	No	No	Yes	No	No
MA0516.3_SP2	MA0516.3_SP2	0.216349412376484	2.51185874936645	3.07263043663729	0.546147907885723	0.720280543901633	2.87246475741866e-296	0	1	1	yes	no	yes	no	-0.625073996652127	-0.625793197493975	0.347163877791388	0.568306083429665	yes	yes	no	no	MA0516.3	SP2	SP2	Yes	No	No	No	No	Yes	No	No
MA0517.2_STAT1::STAT2_TF1	MA0517.2_STAT1::STAT2	0.350173522806464	1.86388028365332	1.85972748213475	0.555236674874305	1.12902609794756	1.75334512406004e-106	2.47218873414881e-105	1	0.000886754938020478	no	no	yes	yes	0.778774483020621	0.641837802940848	0.186818820319721	0.840442561333333	no	yes	no	yes	MA0517.2	STAT1	STAT1::STAT2	Yes	No	No	No	Yes	No	Yes	No
MA0521.3_Tcf12	MA0521.3_Tcf12	0.806115910622796	3.4158207458272	2.31451341116474	1.73531461129715	0.707542854217039	0	4.14357226668068e-229	1.85173731753216e-78	1	yes	yes	yes	no	0.903457122925439	0.439929091920832	0.864227401500303	0.205463856675338	yes	no	yes	no	MA0521.3	TCF12	Tcf12	No	No	No	No	Yes	No	Yes	No
MA0522.4_TCF3	MA0522.4_TCF3	0.268705506374832	2.66625271041748	5.59242262712694	1.56716833263143	0.717042419620827	0	0	9.00743426915803e-49	1	yes	yes	yes	no	0.295861477803708	0.62053667681055	0.710601252132414	0.0268261652522564	no	yes	yes	no	MA0522.4	TCF3	TCF3	Yes	Yes	No	No	Yes	No	Yes	No
MA0523.2_TCF7L2	MA0523.2_TCF7L2	0.498245184385708	2.44181970695036	1.44564123977753	0.773701100964988	0.549997465968199	1.15014748909392e-271	5.76008323485071e-32	1	1	yes	no	no	no	0.835963959153547	0.811379086533707	-0.317920221826829	-0.245180903009378	yes	no	no	no	MA0523.2	TCF7L2	TCF7L2	Yes	Yes	No	No	Yes	No	No	No
MA0527.2_ZBTB33	MA0527.2_ZBTB33	0.168045712910848	1.12929766690573	2.69139201552385	0.616802633669422	1.45729469733034	0.000216776143993255	0	1	2.04976531522021e-32	no	no	yes	yes	-0.775398879087431	0.665762057787993	-0.474834636140003	-0.827992650937211	no	yes	no	yes	MA0527.2	ZBTB33	ZBTB33	Yes	Yes	No	No	Yes	No	No	Yes
MA0528.3_ZNF263	MA0528.3_ZNF263	0.295104589534083	1.53490524526512	2.19987520902914	0.693225032650977	0.870031424103409	1.65357413180724e-44	7.14996258914203e-194	1	1	no	no	yes	no	0.619482054666179	-0.600231900512382	0.518348003503813	0.667845082755558	no	yes	no	no	MA0528.3	ZNF263	ZNF263	No	Yes	No	No	No	Yes	No	No
MA0592.4_ESRRA	MA0592.4_ESRRA	0.197737215560664	1.72853938169147	1.97889892104224	0.645144761216901	0.797842722050468	5.11018739804835e-78	1.44198041236119e-133	1	1	no	no	yes	no	-0.738270320292529	0.749134713147583	-0.280796170230062	0.773519624807941	no	yes	no	no	MA0592.4	ESRRA	ESRRA	Yes	No	No	No	Yes	No	No	No
MA0593.2_FOXP2	MA0593.2_FOXP2	0.300859947772207	3.33283600718591	1.18369830400328	0.787601340564317	0.783382155897351	0	3.48068159871395e-07	1	1	yes	no	no	no	-0.797809329359533	0.268771342536393	-0.627022366876005	-0.814270516116991	yes	no	no	no	MA0593.2	FOXP2	FOXP2	No	Yes	No	No	No	Yes	No	No
MA0604.1_Atf1	MA0604.1_Atf1	0.257454541261918	1.930652914897	3.06299281651302	0.739063679439903	0.534978708284395	5.16279949869066e-122	0	1	1	no	no	yes	no	-0.756023743607563	-0.737755486241243	-0.531522704602939	-0.679730537081807	no	yes	no	no	MA0604.1	ATF1	Atf1	No	Yes	No	No	No	Yes	No	No
MA0606.3_Nfat5	MA0606.3_Nfat5	0.534913828822343	2.80586590492516	1.05761596480811	0.778730667365633	0.910994127086053	0	0.0621809062067832	1	1	yes	no	no	no	-0.739404530337972	0.586752193305622	-0.72872612549028	0.743457800073003	yes	no	no	no	MA0606.3	NFAT5	Nfat5	No	No	No	No	No	Yes	No	No
MA0622.2_Mlxip	MA0622.2_Mlxip	0.396913756639526	1.31093577122522	1.34528751992364	0.707635149740309	1.29053170736258	5.0086495065806e-17	2.34655706823548e-20	1	2.55182879420344e-14	no	no	no	yes	0.725546883363787	-0.646805199470031	0.233560841131786	-0.757673067222988	no	no	no	yes	MA0622.2	MLXIP	Mlxip	Yes	No	No	No	No	No	No	Yes
MA0643.2_Esrrg	MA0643.2_Esrrg	0.392622047108545	2.45469390465722	1.36924129897189	0.68657714188375	0.952263026089324	4.06996592492348e-276	6.91300729067865e-23	1	1	yes	no	no	no	0.853495926949996	-0.617864155251934	0.431013214901636	-0.820781072741646	yes	no	no	no	MA0643.2	ESRRG	Esrrg	Yes	No	No	No	Yes	No	No	No
MA0657.2_KLF13	MA0657.2_KLF13	0.510982272348252	1.92049140868805	5.07448216270671	0.746301815828327	1.23665792117254	1.37306160220578e-119	0	1	5.22297353368826e-10	no	no	yes	yes	-0.698860991133218	-0.759760678203169	-0.288678518302773	-0.0284093651218912	no	yes	no	no	MA0657.2	KLF13	KLF13	Yes	Yes	No	No	No	Yes	No	No
MA0659.4_Mafg	MA0659.4_Mafg	0.369510065255025	5.67417154810371	1.30956670878818	2.29586269149013	0.464696907183764	0	7.65760180633216e-17	4.59811934655854e-222	1	yes	yes	no	no	0.552969509199297	-0.356948417147298	0.590518058336686	-0.242585218699117	yes	no	yes	no	MA0659.4	MAFG	Mafg	Yes	Yes	No	Yes	Yes	No	Yes	No
MA0666.3_MSX1	MA0666.3_MSX1	1.6074273583365	2.98591773047407	1.77813555635126	0.824887006119337	0.627154115169255	0	8.13997648411393e-88	1	1	yes	no	yes	no	-0.258031399208081	-0.752043510195372	-0.224823314225126	-0.182120049732559	no	yes	no	no	MA0666.3	MSX1	MSX1	No	Yes	No	No	No	Yes	No	No
MA0668.3_Neurod2	MA0668.3_Neurod2	0.213520661289871	7.21181096260647	3.45038348843723	1.75642396940152	1.1992135355828	0	0	1.28739805574286e-82	1.75896676983418e-07	yes	yes	yes	yes	0.734982118289507	0.386795791913655	0.742325827867102	0.566311090458078	yes	no	yes	yes	MA0668.3	NEUROD2	Neurod2	Yes	No	No	No	Yes	No	Yes	No
MA0669.1_NEUROG2	MA0669.1_NEUROG2	0.264000020286701	6.26748247483336	2.76591464940683	3.11130233126056	0.472510148779463	0	0	0	1	yes	yes	yes	no	0.850305456974162	0.732112647399314	0.906461564481323	-0.798859824729171	yes	yes	yes	no	MA0669.1	NEUROG2	NEUROG2	Yes	No	No	No	Yes	No	Yes	No
MA0670.2_NFIA	MA0670.2_NFIA	0.297430779603901	3.12692857451436	1.12494733144248	1.01026517738459	0.589181106675598	0	0.000349428118875569	0.969377267970403	1	yes	no	no	no	-0.841555853153169	0.753690585850431	-0.744272552394589	0.26251776570165	yes	no	no	no	MA0670.2	NFIA	NFIA	No	No	No	No	No	Yes	No	No
MA0677.2_Nr2f6	MA0677.2_Nr2f6	0.726488007807501	2.03818404097687	2.67645618397861	1.26968484100618	1.09509530692656	5.07816989480753e-149	0	8.07139416068159e-13	0.0182310131812056	no	yes	yes	no	0.683314635782377	0.843252818341374	0.651533801642209	0.684626758932117	no	yes	yes	no	MA0677.2	NR2F6	Nr2f6	No	Yes	No	No	Yes	No	Yes	No
MA0679.3_ONECUT1	MA0679.3_ONECUT1	0.445756395459353	9.1570461755138	2.43082844904638	1.6394294767114	0.408335098098992	0	1.62361807166562e-267	1.00594395395594e-60	1	yes	yes	yes	no	0.923539609972943	0.878905729701233	0.894904645313966	-0.686183296061389	yes	yes	yes	no	MA0679.3	ONECUT1	ONECUT1	Yes	No	Yes	No	Yes	No	Yes	No
MA0680.3_Pax7	MA0680.3_Pax7	0.169863359253399	3.58117127992195	1.77188780055516	1.19600997107628	0.395089378414944	0	1.5621151355274e-86	1.78598158467232e-07	1	yes	yes	yes	no	-0.405835696838139	-0.314299253048894	-0.521405851117203	0.761283375337504	no	no	yes	no	MA0680.3	PAX7	Pax7	No	No	Yes	No	No	No	No	Yes
MA0683.2_POU4F2	MA0683.2_POU4F2	0.227721879296032	2.79768445130688	1.5282920314403	0.835484865282516	0.214609803946233	0	2.08439437513812e-43	1	1	yes	no	no	no	0.836237505607262	0.653286258473772	0.63526695391509	0.579170510114272	yes	no	no	no	MA0683.2	POU4F2	POU4F2	Yes	Yes	No	No	Yes	No	No	No
MA0691.1_TFAP4	MA0691.1_TFAP4	0.244723036115158	5.45545252407225	1.5006384171792	1.50003007765111	1.15104102197867	0	2.15353427259722e-39	1.02633172235811e-38	8.94015602558625e-05	yes	yes	no	yes	-0.775787229120981	-0.627035880620441	-0.666705863863599	-0.820190592066942	yes	no	yes	yes	MA0691.1	TFAP4	TFAP4	Yes	No	No	No	No	Yes	No	Yes
MA0696.1_ZIC1	MA0696.1_ZIC1	1.14365305213864	1.39659353910361	1.93722210446468	1.07055822786818	0.414965630206637	4.74713320722768e-26	2.34893785392685e-123	0.0724128415781833	1	no	no	yes	no	0.726655876187816	-0.656617622964487	-0.3601429469367	-0.643622172639047	no	yes	no	no	MA0696.1	ZIC1	ZIC1	Yes	No	No	No	No	Yes	No	No
MA0698.2_ZBTB18	MA0698.2_ZBTB18	0.793323222527449	2.20022985129028	2.96336582053529	0.845752481575918	0.762755609467285	2.87232127819745e-194	0	1	1	yes	no	yes	no	0.692759559850044	-0.478691643089681	0.536972157523981	0.396643386709457	yes	no	no	no	MA0698.2	ZBTB18	ZBTB18	No	Yes	No	No	Yes	No	No	No
MA0703.3_LMX1B	MA0703.3_LMX1B	0.319872610366782	3.3001392667161	1.07668397218499	0.647628248720589	1.0032667289899	0	0.0193859383790531	1	1	yes	no	no	no	0.840063700356774	-0.0947414920849264	0.151114557135815	-0.783830702783397	yes	no	no	no	MA0703.3	LMX1B	LMX1B	No	No	No	No	Yes	No	No	No
MA0704.2_Lhx4	MA0704.2_Lhx4	0.174686113541512	3.41274586100689	1.65616305978724	0.673124405789659	0.277234067385932	0	2.46040406864093e-64	1	1	yes	no	no	no	0.652444878473551	0.464993338437457	0.380775294556283	0.168512539022132	yes	no	no	no	MA0704.2	LHX4	Lhx4	No	No	No	No	Yes	No	No	No
MA0708.3_MSX2	MA0708.3_MSX2	1.03561983784504	2.98591773047407	1.77813555635126	0.824887006119337	0.627154115169255	0	8.13997648411393e-88	1	1	yes	no	yes	no	-0.226584668948258	-0.727866693745935	-0.205169279246662	-0.137920216373901	no	yes	no	no	MA0708.3	MSX2	MSX2	No	No	No	No	No	Yes	No	No
MA0712.3_OTX2	MA0712.3_OTX2	0.450057388503167	2.98321240091853	2.03239537525895	0.69926877476488	1.08428045504712	0	3.17381054232064e-147	1	0.0402840889552782	yes	no	yes	no	0.804452965071561	0.781263214671276	0.605223622140543	0.727878502099668	yes	yes	no	no	MA0712.3	OTX2	OTX2	No	No	No	No	Yes	No	No	No
MA0716.2_PRRX1	MA0716.2_PRRX1	0.180546941952142	3.41274586100689	1.77813555635126	0.673124405789659	0.627154115169255	0	8.13997648411393e-88	1	1	yes	no	yes	no	0.029626311846238	-0.532186449181553	0.0967597503772784	-0.13276116268698	no	yes	no	no	MA0716.2	PRRX1	PRRX1	Yes	Yes	No	No	No	Yes	No	No
MA0723.3_VAX2	MA0723.3_VAX2	0.295962437845287	3.41274586100689	1.77813555635126	0.673124405789659	0.72003713578559	0	8.13997648411393e-88	1	1	yes	no	yes	no	0.934629368916364	0.386748654143817	0.481234776338795	0.959996348865598	yes	no	no	no	MA0723.3	VAX2	VAX2	No	No	No	No	Yes	No	No	No
MA0728.1_Nr2F6	MA0728.1_Nr2F6	0.726488007807501	2.13037976327099	2.78460300319556	1.3270284174814	1.45318156561909	4.20963078359754e-174	0	5.39824275161116e-18	6.94758251062348e-32	no	yes	yes	yes	0.785218898579546	0.824297261433297	0.879932761366801	0.132296196696432	no	yes	yes	no	MA0728.1	NR2F6	Nr2F6	No	Yes	No	No	Yes	No	Yes	No
MA0742.2_KLF12	MA0742.2_KLF12	0.329172770954074	3.11208821632165	4.06625912511531	0.535860542027572	0.871333907005394	0	0	1	1	yes	no	yes	no	-0.695553885482315	-0.83778192172964	0.793751258176774	0.855132855817654	yes	yes	no	no	MA0742.2	KLF12	KLF12	No	Yes	No	No	No	Yes	No	No
MA0744.3_SCRT2	MA0744.3_SCRT2	0.220348652136195	1.7689414021487	3.73764394648769	1.30692359690473	0.741647276040308	4.3544945499244e-86	0	4.44116837762874e-16	1	no	yes	yes	no	-0.821851146775225	-0.626681344411526	-0.580622721043339	0.149734724360759	no	yes	yes	no	MA0744.3	SCRT2	SCRT2	No	No	No	No	No	Yes	No	Yes
MA0745.3_SNAI2	MA0745.3_SNAI2	0.418657117198523	4.96087466844621	5.9558246981038	1.69149064425895	1.42336936169176	0	0	4.31461855884226e-70	3.61572210443545e-28	yes	yes	yes	yes	-0.586862285513907	-0.492727693713765	-0.325932821132694	-0.530662940476748	yes	no	no	yes	MA0745.3	SNAI2	SNAI2	Yes	Yes	No	No	No	Yes	No	Yes
MA0746.3_SP3	MA0746.3_SP3	0.367230636459723	3.12955985972469	4.67863692142315	0.663344280672617	0.511953883125615	0	0	1	1	yes	no	yes	no	-0.661818865455951	-0.688558578041823	-0.510813253301106	0.615033771002867	yes	yes	no	no	MA0746.3	SP3	SP3	Yes	Yes	No	No	No	Yes	No	No
MA0747.2_SP8	MA0747.2_SP8	0.226688952072543	2.71320282926979	3.99393757085071	0.380745993316635	0.746995530315874	0	0	1	1	yes	no	yes	no	0.93165837220647	0.940924344583978	-0.213527048550059	-0.7889756395967	yes	yes	no	no	MA0747.2	SP8	SP8	No	No	No	No	Yes	No	No	No
MA0750.3_ZBTB7A	MA0750.3_ZBTB7A	0.264359263452844	1.05179880850721	3.22686219533773	0.838167773388591	1.31929043006314	0.0811559671389023	0	1	6.74392384823963e-17	no	no	yes	yes	0.725908623907664	0.447159560812248	-0.337928563407853	-0.712341681684245	no	no	no	yes	MA0750.3	ZBTB7A	ZBTB7A	Yes	Yes	No	No	No	No	No	Yes
MA0752.2_ZNF410	MA0752.2_ZNF410	0.301611730824069	1.10832094390867	1.42735931722158	0.732177974835062	1.45126830005624	0.00158337151398921	1.15115500354632e-29	1	1.20809951616303e-31	no	no	no	yes	0.283918486995844	-0.753526861445684	-0.447373946788407	0.524320325670411	no	no	no	yes	MA0752.2	ZNF410	ZNF410	Yes	Yes	No	No	No	No	Yes	No
MA0755.2_CUX2	MA0755.2_CUX2	0.197324876292131	7.27606803924911	3.86965098362461	2.75335707109709	0.970569752355574	0	0	0	1	yes	yes	yes	no	0.709648139032512	0.66912491924459	0.66810585768637	0.716976170047102	yes	yes	yes	no	MA0755.2	CUX2	CUX2	No	No	No	No	Yes	No	Yes	No
MA0756.3_ONECUT2	MA0756.3_ONECUT2	2.54113167470483	9.97895257731796	3.29670526253319	2.3333728674477	1.84277513940895	0	0	5.58400092453901e-234	3.4942992574174e-100	yes	yes	yes	yes	0.937171263812287	0.907242702349174	0.872894539199073	0.988695768970173	yes	yes	yes	yes	MA0756.3	ONECUT2	ONECUT2	Yes	No	No	No	Yes	No	Yes	No
MA0757.2_ONECUT3	MA0757.2_ONECUT3	1.25715853681651	6.16995228444812	2.203099961824	1.33063171495293	0.445242593303676	0	7.98613313284295e-195	2.3992982299929e-18	1	yes	yes	yes	no	0.943983824916384	0.855784248769143	0.545315521534543	0.474401732370935	yes	yes	yes	no	MA0757.2	ONECUT3	ONECUT3	Yes	No	Yes	No	Yes	No	Yes	No
MA0758.1_E2F7	MA0758.1_E2F7	0.482726764205871	0.713544819709856	1.76027175794593	0.942839205051654	1.2729708122438	1	3.59554038298193e-84	1	7.57549024574242e-13	no	no	yes	yes	-0.266081760144538	0.550332070183558	-0.276207540965602	0.55381180031128	no	yes	no	yes	MA0758.1	E2F7	E2F7	Yes	Yes	No	No	Yes	No	Yes	No
MA0759.3_ELK3	MA0759.3_ELK3	0.148288405967313	1.45200541137823	3.9723984981684	1.0795288709275	0.602654471716097	7.03458324106425e-33	0	0.0402384713895315	1	no	no	yes	no	0.432966932429011	-0.59971344408465	-0.359876139056701	0.75435099445869	no	yes	no	no	MA0759.3	ELK3	ELK3	Yes	No	No	No	No	Yes	No	No
MA0760.2_ERF	MA0760.2_ERF	0.158078555518053	1.26816456677919	3.79942593600718	0.671031285318393	0.989269893360528	3.05948436893548e-13	0	1	1	no	no	yes	no	0.261109367323533	-0.545910421030607	-0.389017531611852	0.802076694914149	no	yes	no	no	MA0760.2	ERF	ERF	No	Yes	No	No	No	Yes	No	No
MA0761.3_ETV1	MA0761.3_ETV1	1.19108552062341	1.0523029702661	0.908835544799775	1.02076680021036	1.41718606017295	0.0792409271536506	1	0.72891714094772	1.9595980779226e-27	no	no	no	yes	0.674223405369218	-0.0693192658579696	-0.177511313790611	-0.658103298368992	no	no	no	yes	MA0761.3	ETV1	ETV1	Yes	No	No	No	No	No	No	Yes
MA0764.4_ETV4	MA0764.4_ETV4	0.81231470899673	1.40226538779411	3.78973717149098	0.535968432297529	0.952631624270359	1.03286738615598e-26	0	1	1	no	no	yes	no	0.792191899677459	-0.921041515523596	-0.436174986058055	0.710326764970782	no	yes	no	no	MA0764.4	ETV4	ETV4	Yes	No	No	No	No	Yes	No	No
MA0765.4_ETV5	MA0765.4_ETV5	0.408818888601515	1.90831831858835	3.82047577003661	0.610344047828928	0.929735947371504	1.02991669897768e-116	0	1	1	no	no	yes	no	0.832473793599449	-0.869269941531813	0.361942871297218	0.709837448066251	no	yes	no	no	MA0765.4	ETV5	ETV5	No	No	No	No	No	Yes	No	No
MA0768.3_Lef1	MA0768.3_Lef1	0.308528891397448	1.45793013030575	1.94888934061675	1.11919514040822	1.05553845361674	1.18109304891152e-33	3.55025696461081e-126	0.00164301855126512	0.218908919346846	no	yes	yes	no	0.414881327090266	-0.211146232116288	0.773666708217357	-0.103367751235763	no	no	yes	no	MA0768.3	LEF1	Lef1	Yes	Yes	No	No	No	No	Yes	No
MA0770.1_HSF2	MA0770.1_HSF2	0.446627923589222	2.14927972175435	1.65920209644609	1.34106411900318	0.619343120543739	1.84617127865273e-179	7.06205188248199e-65	2.21177415100201e-19	1	no	yes	no	no	0.515806250646155	-0.904224122267561	0.545454912874606	-0.330104330167233	no	no	yes	no	MA0770.1	HSF2	HSF2	Yes	No	No	No	No	No	Yes	No
MA0774.1_MEIS2	MA0774.1_MEIS2	1.80647138964028	5.96072598779327	3.2536634127983	2.36327390645188	3.17025760868391	0	0	1.07607131829413e-243	0	yes	yes	yes	yes	0.887534012817334	0.949850543245653	0.814964008068875	0.980415173176773	yes	yes	yes	yes	MA0774.1	MEIS2	MEIS2	Yes	No	No	No	Yes	No	Yes	No
MA0775.2_MEIS3	MA0775.2_MEIS3	0.571805545455719	4.64108578504622	1.20862407578861	1.75117546589433	2.70758163689635	0	9.36969833585235e-09	1.44175929147872e-81	0	yes	yes	no	yes	0.810792820742319	0.720363529803669	0.642015749875617	0.924555436185853	yes	no	yes	yes	MA0775.2	MEIS3	MEIS3	No	No	No	No	Yes	No	Yes	No
MA0777.1_MYBL2	MA0777.1_MYBL2	0.728483520713315	0.827016620438037	1.40522319922213	1.66269349376742	0.554031045838807	1	5.50960992882978e-27	8.00340043453782e-65	1	no	yes	no	no	0.176194775749572	-0.710791892377995	0.785084689671632	-0.714197692523838	no	no	yes	no	MA0777.1	MYBL2	MYBL2	Yes	No	No	No	No	No	Yes	No
MA0785.2_POU2F1	MA0785.2_POU2F1	0.407967368552624	6.89114556071561	4.02346096371901	0.917012963829785	1.05143646403478	0	0	1	0.27016788142041	yes	no	yes	no	0.596496372029304	0.592794362491109	0.105011199686304	-0.395112316921954	yes	yes	no	no	MA0785.2	POU2F1	POU2F1	Yes	No	No	No	Yes	No	No	No
