label	motif	max_TF_exp	ATAC_enhancer_var	ATAC_promoter_var	RNA_enhancer_var	RNA_promoter_var	ATAC_enhancer_padj	ATAC_promoter_padj	RNA_enhancer_padj	RNA_promoter_padj	var_ATAC_enhancer	var_RNA_enhancer	var_ATAC_promoter	var_RNA_promoter	ATAC_enhancer_corr	ATAC_promoter_corr	RNA_enhancer_corr	RNA_promoter_corr	varNcorr05_ATAC_enhancer	varNcorr05_ATAC_promoter	varNcorr05_RNA_enhancer	varNcorr05_RNA_promoter	motifID	TF_symbol	motifName	TF_activator	TF_repressor	TF_pioneer	TF_closer	ATAC+	ATAC-	RNA+	RNA-
MA0787.1_POU3F2	MA0787.1_POU3F2	0.613073267762903	6.24823765764091	2.89047483626526	1.02182873576536	0.66026125148282	0	0	0.705178328175698	1	yes	no	yes	no	-0.677980028746031	-0.609465263687367	-0.0397497388348675	0.583415105727331	yes	yes	no	no	MA0787.1	POU3F2	POU3F2	Yes	No	No	No	No	Yes	No	No
MA0790.2_POU4F1	MA0790.2_POU4F1	0.888838905722282	3.44793405465539	1.4941888168773	1.03199436074505	0.640675817678417	0	1.74108004621627e-38	0.497963805856989	1	yes	no	no	no	0.56994742567955	0.440846910342998	0.699128275573826	0.617083122245863	yes	no	no	no	MA0790.2	POU4F1	POU4F1	No	No	No	No	Yes	No	No	No
MA0798.3_RFX3	MA0798.3_RFX3	0.403621572741843	6.14331007726348	3.82360976001389	1.60537278421811	1.09602351604964	0	0	5.94134880410191e-55	0.017006464422823	yes	yes	yes	no	0.876554828354649	0.827536558254909	0.880525859607944	0.79842237986352	yes	yes	yes	no	MA0798.3	RFX3	RFX3	No	Yes	No	No	Yes	No	Yes	No
MA0801.1_MGA	MA0801.1_MGA	0.346245112048091	1.48173717072987	2.26116664726162	0.630802061845904	1.25714616340238	7.44490883283184e-37	2.21656242091234e-212	1	1.44740334016138e-11	no	no	yes	yes	0.722831909712377	-0.710174693229888	0.207855550496128	-0.793155101944917	no	yes	no	yes	MA0801.1	MGA	MGA	Yes	Yes	No	No	No	Yes	No	Yes
MA0808.1_TEAD3	MA0808.1_TEAD3	0.175523681166087	6.02266460166634	4.90521703738496	1.6186723581963	0.644770514177006	0	0	3.61268270774849e-57	1	yes	yes	yes	no	0.640826240415915	0.488341015911129	0.563041161291705	-0.741661328785309	yes	no	yes	no	MA0808.1	TEAD3	TEAD3	Yes	No	No	No	Yes	No	Yes	No
MA0809.3_TEAD4	MA0809.3_TEAD4	0.496825367371352	4.57530665881881	4.58461559252944	1.7758845021214	0.512707862882688	0	0	1.45113177261966e-86	1	yes	yes	yes	no	0.866639691743641	0.93895173949791	0.940282791358478	0.708910209615457	yes	yes	yes	no	MA0809.3	TEAD4	TEAD4	Yes	No	Yes	No	Yes	No	Yes	No
MA0813.1_TFAP2B	MA0813.1_TFAP2B	0.286836986979387	2.03939423672934	2.10363071082413	0.980440637328912	0.724964908817937	2.44667158028381e-149	2.38938207496558e-166	1	1	no	no	yes	no	0.610528685684326	-0.536661223500483	0.623100950701462	-0.610690259642042	no	yes	no	no	MA0813.1	TFAP2B	TFAP2B	Yes	No	No	No	No	Yes	No	No
MA0819.3_CLOCK	MA0819.3_CLOCK	0.345426539446852	2.17472369627868	0.961212079341975	0.600762372764569	1.29997867790116	8.69304177884821e-187	0.927593532397345	1	3.81095159369167e-15	yes	no	no	yes	-0.481890537064459	-0.441027727792523	0.273808861113003	-0.728611176550608	no	no	no	yes	MA0819.3	CLOCK	CLOCK	Yes	No	No	No	No	No	No	Yes
MA0823.1_HEY1	MA0823.1_HEY1	0.245233224767701	1.78341949898183	1.21867975608734	0.643447909000385	1.29041227788357	4.5644680957809e-89	1.95874418808867e-09	1	2.58938816738096e-14	no	no	no	yes	0.712134167743253	0.0801948990407674	0.603692587756279	-0.80678778466169	no	no	no	yes	MA0823.1	HEY1	HEY1	Yes	Yes	No	No	No	No	No	Yes
MA0825.2_MNT	MA0825.2_MNT	0.258285803638631	1.31093577122522	1.34528751992364	0.707635149740309	1.29053170736258	5.0086495065806e-17	2.34655706823548e-20	1	2.55182879420344e-14	no	no	no	yes	0.617452515299979	-0.622036416842923	0.151259856005354	-0.876383006901554	no	no	no	yes	MA0825.2	MNT	MNT	No	Yes	No	No	No	No	No	Yes
MA0834.2_ATF7	MA0834.2_ATF7	0.285662666994073	4.76608436684463	2.47522868423086	1.15041196464555	0.799108307057467	0	6.96265958213918e-283	6.37444718763043e-05	1	yes	yes	yes	no	0.780838265444061	0.790211169195579	0.73716770501311	0.743437897985951	yes	yes	yes	no	MA0834.2	ATF7	ATF7	Yes	Yes	No	No	Yes	No	Yes	No
MA0836.3_CEBPD	MA0836.3_CEBPD	0.220247228575704	2.05863590489514	2.0438116007331	2.14364558462118	0.547213585129077	1.96910033059688e-154	3.20982804812174e-150	1.66801692519292e-176	1	no	yes	yes	no	0.53574098167306	0.567288919559856	0.54186423953882	-0.659026893921029	no	yes	yes	no	MA0836.3	CEBPD	CEBPD	Yes	No	No	No	Yes	No	Yes	No
MA0839.2_CREB3L1	MA0839.2_CREB3L1	0.408307196926521	1.47795325497832	1.14719841512599	0.689577082102302	1.12940804450973	2.45012354284724e-36	3.33117758529896e-05	1	0.000861994846630078	no	no	no	yes	-0.465750150535569	0.314063377413804	0.470463324481297	0.83139125569709	no	no	no	yes	MA0839.2	CREB3L1	CREB3L1	Yes	No	No	No	No	No	Yes	No
MA0840.2_Creb5	MA0840.2_Creb5	0.538381653452162	4.1508270335994	3.0193151559037	0.949068562466044	0.631538484743165	0	0	1	1	yes	no	yes	no	0.695000661761923	0.586960492882997	0.653524952414047	0.709595682984316	yes	yes	no	no	MA0840.2	CREB5	Creb5	Yes	No	No	No	Yes	No	No	No
MA0851.2_Foxj3	MA0851.2_Foxj3	0.238962757862507	3.90846975506188	1.1132199547909	0.9357753945832	0.659608835452501	0	0.00106415261651286	1	1	yes	no	no	no	-0.707752341450795	-0.503463411821496	-0.119338626371099	-0.693501311822839	yes	no	no	no	MA0851.2	FOXJ3	Foxj3	Yes	No	No	No	No	Yes	No	No
MA0855.1_RXRB	MA0855.1_RXRB	0.189127997231999	1.32747226973442	2.5664029358451	0.622423525735965	1.06323546278175	1.2768569469785e-18	1.09572741101489e-315	1	0.147963513595354	no	no	yes	no	-0.320894741932267	-0.723982639930715	0.287475236356266	-0.567213730565435	no	yes	no	no	MA0855.1	RXRB	RXRB	No	No	No	No	No	Yes	No	No
MA0856.1_RXRG	MA0856.1_RXRG	0.35325164813342	1.21583124127595	2.80614301567573	0.92342471610513	1.33132324441932	2.79269130486781e-09	0	1	4.79495577770241e-18	no	no	yes	yes	-0.402300875518929	-0.818068605321069	-0.288309943031677	-0.940356912671007	no	yes	no	yes	MA0856.1	RXRG	RXRG	No	No	No	No	No	Yes	No	Yes
MA0859.2_Rarg	MA0859.2_Rarg	0.195636737389835	3.45702523699469	2.8738415252842	1.66950045657381	1.02825597924542	0	0	4.72068261200803e-66	0.718248508160738	yes	yes	yes	no	0.921894575275488	0.911645431429909	0.905887861902795	0.64231488604216	yes	yes	yes	no	MA0859.2	RARG	Rarg	Yes	No	No	No	Yes	No	Yes	No
MA0860.1_Rarg	MA0860.1_Rarg	0.195636737389835	2.76404773982192	1.6117161317522	0.908623328629658	0.874052608030722	0	1.24727376007324e-56	1	1	yes	no	no	no	-0.909877621605195	0.83832000016298	-0.563960661495725	0.905896341688334	yes	no	no	no	MA0860.1	RARG	Rarg	Yes	No	No	No	No	Yes	No	No
MA0865.3_E2F8	MA0865.3_E2F8	0.144833986293461	2.93700592144943	1.09371211106321	1.27690711019077	1.13390875941655	0	0.00560653629473141	2.01462632977203e-13	0.000551982307302521	yes	yes	no	yes	0.593226067456307	0.678264325857008	0.666414273275283	0.843289242276154	yes	no	yes	yes	MA0865.3	E2F8	E2F8	Yes	Yes	No	No	Yes	No	Yes	No
MA0867.3_SOX4	MA0867.3_SOX4	2.69481534380221	4.9786447475417	2.44545014512814	0.638341819616481	1.55249057242268	0	1.55767464690683e-272	1	6.15275037466933e-46	yes	no	yes	yes	-0.805190215126931	0.176310226751566	0.174456284695088	0.952170635582437	yes	no	no	yes	MA0867.3	SOX4	SOX4	Yes	No	No	No	No	Yes	Yes	No
MA0869.3_Sox11	MA0869.3_Sox11	0.687837500708059	2.83268862342251	1.00541041636589	1.28517617377952	1.01133207408788	0	0.487138171096314	3.96557150601685e-14	1	yes	yes	no	no	-0.796568387691167	0.113036177838263	0.500145637077116	0.878337703671461	yes	no	yes	no	MA0869.3	SOX11	Sox11	Yes	No	No	No	No	Yes	Yes	No
MA0872.1_TFAP2A	MA0872.1_TFAP2A	0.503806538023803	1.60549840318435	1.75729737495868	1.04608262283371	0.790267795932882	1.0196865356833e-55	1.42965523300012e-83	0.272177478816009	1	no	no	yes	no	0.715850104754767	-0.751670412712564	0.826262578806712	-0.676960241297883	no	yes	no	no	MA0872.1	TFAP2A	TFAP2A	Yes	No	No	No	No	Yes	No	No
MA0890.2_GBX2	MA0890.2_GBX2	0.409403194216662	2.98591773047407	1.77813555635126	0.824887006119337	0.627154115169255	0	8.13997648411393e-88	1	1	yes	no	yes	no	0.622912695668635	0.601528964674863	0.716169432788817	0.634412366192017	yes	yes	no	no	MA0890.2	GBX2	GBX2	No	No	No	No	Yes	No	No	No
MA0895.2_HMBOX1	MA0895.2_HMBOX1	0.347186219328182	0.755696293698337	0.913224387555613	0.61420863174531	1.24866094242049	1	1	1	6.4825251058021e-11	no	no	no	yes	-0.280230432616879	-0.516513919350973	-0.28562429096668	-0.904775495556979	no	no	no	yes	MA0895.2	HMBOX1	HMBOX1	No	No	No	No	No	No	No	Yes
MA0900.3_HOXA2	MA0900.3_HOXA2	0.294723928877245	3.41274586100689	1.36701335541392	0.673124405789659	0.277234067385932	0	1.18373855703413e-22	1	1	yes	no	no	no	0.925016663307808	0.117789735751992	0.434640222854985	0.125363331352276	yes	no	no	no	MA0900.3	HOXA2	HOXA2	No	No	No	No	Yes	No	No	No
MA0902.3_HOXB2	MA0902.3_HOXB2	0.977768566025708	3.41274586100689	1.77813555635126	0.673124405789659	0.627154115169255	0	8.13997648411393e-88	1	1	yes	no	yes	no	0.866176511817278	0.225336859870399	0.600197859228767	0.820419730162884	yes	no	no	no	MA0902.3	HOXB2	HOXB2	No	No	No	No	Yes	No	No	No
MA0903.2_HOXB3	MA0903.2_HOXB3	0.463367657604551	3.41274586100689	1.28992107253382	0.673124405789659	0.665040006164551	0	4.72570325263492e-15	1	1	yes	no	no	no	0.843066581538867	-0.141515005329745	0.506058748045581	0.850901002566952	yes	no	no	no	MA0903.2	HOXB3	HOXB3	No	No	No	No	Yes	No	No	No
MA0904.3_HOXB5	MA0904.3_HOXB5	0.81564550242493	3.41274586100689	1.36701335541392	0.673124405789659	0.277234067385932	0	1.18373855703413e-22	1	1	yes	no	no	no	0.696561940675556	-0.0506965941672427	0.74487829954583	0.146259850500003	yes	no	no	no	MA0904.3	HOXB5	HOXB5	No	No	No	No	Yes	No	No	No
MA1099.3_HES1	MA1099.3_HES1	0.530572400517141	2.67718207225324	1.46897271670869	1.00966747358131	0.557274122053674	0	4.9803841618924e-35	0.982543988272791	1	yes	no	no	no	-0.930406728690038	-0.609242471281083	-0.922878232113212	0.460062771139971	yes	no	no	no	MA1099.3	HES1	HES1	No	Yes	No	No	No	Yes	No	No
MA1100.3_ASCL1	MA1100.3_ASCL1	0.181524608212013	3.46457520672513	2.98674284352896	1.36222288389606	2.19084426346228	0	0	1.34246240334433e-21	9.10837621808707e-190	yes	yes	yes	yes	0.607803070766239	-0.230882528739905	0.760645013202257	0.74439188101553	yes	no	yes	yes	MA1100.3	ASCL1	ASCL1	Yes	No	Yes	No	Yes	No	Yes	No
MA1103.3_FOXK2	MA1103.3_FOXK2	0.209011901915033	5.41316333860603	1.00664493372467	0.871177371802876	1.33456666351614	0	0.472503479477906	1	2.29978416140914e-18	yes	no	no	yes	-0.683955084320982	-0.472750993368288	0.369705644390811	0.818887530556573	yes	no	no	yes	MA1103.3	FOXK2	FOXK2	Yes	Yes	No	No	No	Yes	Yes	No
MA1106.2_HIF1A	MA1106.2_HIF1A	1.01707540654926	1.36436506674684	1.01846239430291	1.32064273768058	1.31392720272399	1.96697344251456e-22	0.339348050847041	2.26047516005199e-17	2.17699166253404e-16	no	yes	no	yes	0.692488101550979	-0.550540352088499	-0.353382001098776	-0.728533949804777	no	no	no	yes	MA1106.2	HIF1A	HIF1A	Yes	No	No	No	No	No	No	Yes
MA1108.3_MXI1	MA1108.3_MXI1	0.329746947674702	2.64017540869093	1.17990326548193	0.920531094495706	0.444254573152536	0	5.79080161623913e-07	1	1	yes	no	no	no	0.887923372961043	0.783277380688598	0.431634723912194	-0.490509623985426	yes	no	no	no	MA1108.3	MXI1	MXI1	No	Yes	No	No	Yes	No	No	No
MA1109.2_NEUROD1	MA1109.2_NEUROD1	2.13268988030248	7.21181096260647	3.45038348843723	1.75642396940152	1.1992135355828	0	0	1.28739805574286e-82	1.75896676983418e-07	yes	yes	yes	yes	0.7562133312899	0.417885637174767	0.763410705465458	0.564081953468045	yes	no	yes	yes	MA1109.2	NEUROD1	NEUROD1	Yes	No	Yes	No	Yes	No	Yes	No
MA1111.2_NR2F2	MA1111.2_NR2F2	0.735617404531312	2.83861183271308	1.13603120661546	0.591421804738413	0.877628351823386	0	0.000113150218745393	1	1	yes	no	no	no	0.825896315873654	-0.665849896517073	0.691444193920352	-0.780056113773958	yes	no	no	no	MA1111.2	NR2F2	NR2F2	No	No	No	No	Yes	No	No	No
MA1113.3_PBX2	MA1113.3_PBX2	0.234040093015597	4.30263574775517	1.82462363207463	0.769865236416745	0.353611232838394	0	1.3343051569631e-97	1	1	yes	no	yes	no	-0.670139933849687	-0.655329058083859	-0.166527832173754	0.373140796565332	yes	yes	no	no	MA1113.3	PBX2	PBX2	Yes	No	No	No	No	Yes	No	No
MA1115.2_POU5F1	MA1115.2_POU5F1	2.59130397536966	5.00185098049018	3.75651950132263	0.701742657122927	0.539417042366558	0	0	1	1	yes	no	yes	no	0.957072854789108	0.897986083829659	-0.185363217034172	-0.0909530270462017	yes	yes	no	no	MA1115.2	POU5F1	POU5F1	Yes	Yes	Yes	No	Yes	No	No	No
MA1116.2_RBPJ	MA1116.2_RBPJ	0.843530402199879	0.908786981371217	1.93181144952342	0.499417909713827	0.713606488227834	1	4.66424957542971e-122	1	1	no	no	yes	no	0.474383304012156	0.510074880161284	0.234668751451669	-0.285859809299897	no	yes	no	no	MA1116.2	RBPJ	RBPJ	Yes	Yes	No	No	Yes	No	No	No
MA1120.2_SOX13	MA1120.2_SOX13	0.179491983748022	1.68404356013165	2.22702810468979	1.01126224341175	2.40751159457371	1.48015263113102e-69	5.6367961213917e-202	0.947991113525762	3.81407821254463e-258	no	no	yes	yes	0.739121043918404	0.163048573096954	-0.50824168185676	-0.556791735321269	no	no	no	yes	MA1120.2	SOX13	SOX13	No	Yes	No	No	No	No	No	Yes
MA1121.2_TEAD2	MA1121.2_TEAD2	0.562919709178257	5.4081060383424	4.7315023611048	1.68405268464234	1.29129246535055	0	0	1.03571816881544e-68	2.29686590748152e-14	yes	yes	yes	yes	0.878245755644221	0.841885378074086	0.888685572941016	0.730123465166219	yes	yes	yes	yes	MA1121.2	TEAD2	TEAD2	Yes	No	Yes	No	Yes	No	Yes	No
MA1122.2_TFDP1	MA1122.2_TFDP1	0.514078492711437	1.23298939468631	2.07042114166596	0.56169105228757	1.74265275834231	1.70044420198714e-10	2.69766175691139e-157	1	2.73079292014263e-79	no	no	yes	yes	0.577867261135965	0.591347586011911	-0.18358711977535	0.658091736882245	no	yes	no	yes	MA1122.2	TFDP1	TFDP1	No	No	No	No	Yes	No	Yes	No
MA1124.1_ZNF24	MA1124.1_ZNF24	0.779113679055907	2.65515560427513	0.903196806448209	1.10010168439477	0.80391783903872	0	1	0.00862253652963276	1	yes	yes	no	no	0.83234466147536	0.263024727762543	0.770407573513434	-0.858022578704044	yes	no	yes	no	MA1124.1	ZNF24	ZNF24	No	Yes	No	No	Yes	No	Yes	No
MA1126.2_FOS::JUN_TF2	MA1126.2_FOS::JUN	1.50328064989062	5.19275989750373	2.46905615731032	1.0264003506916	0.48279081643137	0	1.00317360094587e-280	0.610278425737511	1	yes	no	yes	no	0.905718089322913	0.68864472626256	0.825216455247789	-0.439161464121433	yes	yes	no	no	MA1126.2	JUN	FOS::JUN	Yes	Yes	No	No	Yes	No	No	No
MA1130.2_FOSL2::JUN_TF2	MA1130.2_FOSL2::JUN	1.50328064989062	6.82246994711344	2.05405208887673	1.50515229527185	1.20014538928631	0	6.26610792066056e-153	1.93531704169428e-39	1.55372609444308e-07	yes	yes	yes	yes	0.630251527203923	0.451403266702611	0.485787262507891	0.76441061177062	yes	no	no	yes	MA1130.2	JUN	FOSL2::JUN	Yes	Yes	No	No	Yes	No	Yes	No
MA1131.2_FOSL2::JUN_TF2	MA1131.2_FOSL2::JUN	1.50328064989062	5.65859186542305	2.63346519889017	1.16336197888829	1.59808524995807	0	0	1.3578377034319e-05	3.578757423621e-53	yes	yes	yes	yes	0.897118917471065	0.795921589245849	0.76162678554523	0.882922024402483	yes	yes	yes	yes	MA1131.2	JUN	FOSL2::JUN	Yes	Yes	No	No	Yes	No	Yes	No
MA1132.2_JUN::JUNB_TF2	MA1132.2_JUN::JUNB	0.345426539446852	6.1818015902915	1.96648041185553	1.36999487275421	0.786980719705281	0	1.75601916627954e-130	1.9759660240569e-22	1	yes	yes	yes	no	0.67421678456625	0.299389860602318	0.67660850044281	0.510507859892246	yes	no	yes	no	MA1132.2	JUNB	JUN::JUNB	Yes	Yes	No	No	Yes	No	Yes	No
MA1133.2_JUN::JUNB_TF1	MA1133.2_JUN::JUNB	1.50328064989062	5.52800263471756	2.69434819342128	1.23217212777254	0.813440155466929	0	0	6.42026410927425e-10	1	yes	yes	yes	no	0.901642246857084	0.789489359762826	0.806423248527065	0.804179910187387	yes	yes	yes	no	MA1133.2	JUN	JUN::JUNB	Yes	Yes	No	No	Yes	No	Yes	No
MA1134.2_FOS::JUNB_TF2	MA1134.2_FOS::JUNB	0.345426539446852	6.31618447701403	1.91888776940819	1.38281619436447	1.41271215721887	0	5.58328953931793e-119	7.55795380397219e-24	6.70930600921602e-27	yes	yes	yes	yes	0.662048240160686	0.316313644956527	0.634400129658245	0.561393309261939	yes	no	yes	yes	MA1134.2	JUNB	FOS::JUNB	Yes	Yes	No	No	Yes	No	Yes	No
MA1140.3_JUNB	MA1140.3_JUNB	0.345426539446852	5.50071956990621	2.28726453666131	1.18324740020159	0.51705098257278	0	1.68401446620391e-220	1.05032923789338e-06	1	yes	yes	yes	no	0.624398576130748	0.589160562677537	0.638968796750738	0.594518197881998	yes	yes	yes	no	MA1140.3	JUNB	JUNB	No	No	No	No	Yes	No	Yes	No
MA1141.2_FOS::JUND_TF2	MA1141.2_FOS::JUND	0.452590338686944	7.09079238215048	1.91990564652118	1.70278624509383	1.04329415875638	0	3.21104726777745e-119	3.37886347703383e-72	0.394506383559326	yes	yes	yes	no	0.653286405639974	0.342900739406262	0.470823380264054	0.751583133510407	yes	no	no	no	MA1141.2	JUND	FOS::JUND	Yes	Yes	No	No	Yes	No	No	No
MA1149.2_RARA::RXRG_TF2	MA1149.2_RARA::RXRG	0.35325164813342	2.11755208963893	2.69941828659077	1.01367179344734	0.773309002876574	1.65546129069654e-170	0	0.902201838549316	1	no	no	yes	no	0.74766108828118	-0.839908795457141	0.361894574792172	0.731042929728743	no	yes	no	no	MA1149.2	RXRG	RARA::RXRG	Yes	Yes	No	No	No	Yes	No	No
MA1152.2_SOX15	MA1152.2_SOX15	0.457207349844504	1.77113757186978	2.46708459960283	1.02582653217684	2.02804536107743	1.55143628399515e-86	4.87842448050556e-280	0.620191510465857	1.20888966918627e-144	no	no	yes	yes	0.391113319452457	0.739155650822418	-0.758266723028568	-0.750650457193318	no	yes	no	yes	MA1152.2	SOX15	SOX15	Yes	Yes	No	No	Yes	No	No	Yes
MA1421.1_TCF7L1	MA1421.1_TCF7L1	0.631100885353554	2.45278678187644	1.57275703465816	0.507351174103664	0.320416506547811	1.86312406518291e-275	2.98223383000781e-50	1	1	yes	no	no	no	0.729955722574794	0.817417387227927	-0.0780057378399709	0.87023634717998	yes	no	no	no	MA1421.1	TCF7L1	TCF7L1	Yes	Yes	No	No	Yes	No	No	No
MA1466.2_ATF6	MA1466.2_ATF6	0.455084517894213	1.97537130935138	1.82218996051904	1.19349366342776	1.06724803836102	6.03612321575953e-133	4.46428479140238e-97	2.54886089911011e-07	0.120192770448289	no	yes	yes	no	0.866475871332843	0.816365222391082	0.580781789378289	0.843765397746696	no	yes	yes	no	MA1466.2	ATF6	ATF6	Yes	No	No	No	Yes	No	Yes	No
MA1470.2_BACH2	MA1470.2_BACH2	0.840306740184523	3.2088077923783	1.95708728114948	0.656688677491132	0.434991711299369	0	3.59328590620854e-128	1	1	yes	no	yes	no	0.808447237969855	0.705743451309703	0.771890195187189	-0.593734564956574	yes	yes	no	no	MA1470.2	BACH2	BACH2	Yes	Yes	No	No	Yes	No	No	No
MA1474.2_CREB3L4	MA1474.2_CREB3L4	0.246191592692184	1.91770003131883	1.84791025924819	0.844611387976419	1.15444055478905	6.30254977660982e-119	1.05845475858787e-102	1	6.10280758789435e-05	no	no	yes	yes	-0.842173143012384	0.808368498353386	-0.728766521195964	0.367729863213917	no	yes	no	no	MA1474.2	CREB3L4	CREB3L4	Yes	No	No	No	Yes	No	No	No
MA1475.2_CREB3L4	MA1475.2_CREB3L4	0.246191592692184	4.16123092688331	2.0978145141566	0.919464803462657	0.912221713410696	0	9.55088743030658e-165	1	1	yes	no	yes	no	-0.743834728950389	-0.780165151480669	-0.644354372504513	-0.850080011290752	yes	yes	no	no	MA1475.2	CREB3L4	CREB3L4	Yes	No	No	No	No	Yes	No	No
MA1483.3_ELF2	MA1483.3_ELF2	0.574722439217946	1.26442789083634	3.45539073269698	0.621422324518871	1.27897480892546	6.20348668873856e-13	0	1	2.42221723135843e-13	no	no	yes	yes	-0.604465219953636	0.462827950377554	0.120987394057234	-0.825766025149492	no	no	no	yes	MA1483.3	ELF2	ELF2	Yes	Yes	No	No	No	No	No	Yes
MA1484.2_ETS2	MA1484.2_ETS2	0.363631822690681	1.03501252644262	3.49822888028252	0.671504637956302	1.02471117605536	0.177575334048862	0	1	0.812575844222219	no	no	yes	no	0.187547146585772	-0.62490836186389	-0.605956436675763	0.261690922680021	no	yes	no	no	MA1484.2	ETS2	ETS2	Yes	No	No	No	No	Yes	No	No
MA1491.3_GLI3	MA1491.3_GLI3	0.265191513600199	0.922053259987671	1.18897868484278	1.82162986685622	1.65698802731487	1	1.67226491899622e-07	3.65386506912201e-96	2.89212378851426e-63	no	yes	no	yes	0.343353050831457	0.246560749217529	0.303525248527165	-0.603831992280564	no	no	no	yes	MA1491.3	GLI3	GLI3	Yes	Yes	No	No	No	No	No	Yes
MA1496.2_HOXA4	MA1496.2_HOXA4	0.425578691513679	3.37941433798811	1.41395413550187	1.04571134591813	1.0671215993314	0	5.00919653985312e-28	0.27624998831828	0.120587805728234	yes	no	no	no	0.636957378543665	0.636397819236979	0.20038013722209	0.524347868772786	yes	no	no	no	MA1496.2	HOXA4	HOXA4	No	No	No	No	Yes	No	No	No
MA1499.2_HOXB4	MA1499.2_HOXB4	0.866073889531039	4.50123462932029	1.49802711560932	1.36703048409778	0.53060076169486	0	5.01740835211309e-39	4.09355502618738e-22	1	yes	yes	no	no	0.897373936364161	0.663372062773046	0.696334193291746	0.350473585599505	yes	no	yes	no	MA1499.2	HOXB4	HOXB4	No	No	No	No	Yes	No	Yes	No
MA1501.2_HOXB7	MA1501.2_HOXB7	0.741222061680005	3.01733253246857	1.5244522718749	0.837596505534336	1.08556234153961	0	7.67081949156844e-43	1	0.0370244935784417	yes	no	no	no	0.536253331555627	0.518569346115318	0.81513879074152	0.593846447959047	yes	no	no	no	MA1501.2	HOXB7	HOXB7	No	No	No	No	Yes	No	No	No
MA1503.2_HOXB9	MA1503.2_HOXB9	1.44243892627727	2.78416474500811	1.64188972979522	0.612168901974623	1.12908404483035	0	8.22301256565257e-62	1	0.00088625872478472	yes	no	no	yes	0.542949310743805	0.460632752056428	0.243068916792244	-0.37127633295297	yes	no	no	no	MA1503.2	HOXB9	HOXB9	No	No	No	No	Yes	No	No	No
MA1517.2_KLF6	MA1517.2_KLF6	0.58749160852442	2.27819996164921	4.45068327670039	0.713843505508862	0.821700953344899	5.72199529217421e-218	0	1	1	yes	no	yes	no	-0.770477596274175	-0.830842384988717	0.397037541062883	0.763138870449301	yes	yes	no	no	MA1517.2	KLF6	KLF6	Yes	No	No	No	No	Yes	No	No
MA1520.2_MAF	MA1520.2_MAF	0.323740018903874	2.59454997559156	0.978290655738914	0.958222818646519	1.31256900982841	0	0.791740846559373	1	2.89516517528628e-16	yes	no	no	yes	0.806265410700959	-0.404497466927595	0.23065688790774	-0.674805343451237	yes	no	no	yes	MA1520.2	MAF	MAF	Yes	Yes	No	No	Yes	No	No	Yes
MA1523.2_MSANTD3	MA1523.2_MSANTD3	0.751365820108476	3.48348693887041	1.13329787309483	1.90630573730566	0.883498500297224	0	0.000150477255755527	3.65560205659397e-115	1	yes	yes	no	no	0.83638277936313	0.702342633784955	0.667783165569363	-0.877685474057481	yes	no	yes	no	MA1523.2	MSANTD3	MSANTD3	No	No	No	No	Yes	No	Yes	No
MA1525.3_NFATC4	MA1525.3_NFATC4	0.147427787332556	1.93463372772359	1.56723260658621	0.632696240017878	1.13727425349939	5.72784914749665e-123	2.24774544131272e-49	1	0.000396720152708184	no	no	no	yes	-0.678040202422527	-0.44547505171006	-0.430558978233274	-0.893235074900026	no	no	no	yes	MA1525.3	NFATC4	NFATC4	Yes	No	No	No	No	No	No	Yes
MA1529.2_NHLH2	MA1529.2_NHLH2	0.795166344918919	2.72242780261857	2.80375932729086	0.957731948586443	0.550334901485903	0	0	1	1	yes	no	yes	no	0.662703851126676	-0.250706076320697	0.295769857749656	0.0304429474540796	yes	no	no	no	MA1529.2	NHLH2	NHLH2	Yes	No	No	No	Yes	No	No	No
MA1535.2_NR2C1	MA1535.2_NR2C1	0.31118726914419	2.163405945192	1.78339209841939	0.648602135132845	1.1825910223678	1.63379871249557e-183	7.17579496611606e-89	1	1.76472573456227e-06	yes	no	yes	yes	0.66744986015148	-0.665975029285611	-0.666137417189453	-0.736304524644683	yes	yes	no	yes	MA1535.2	NR2C1	NR2C1	Yes	Yes	No	No	Yes	Yes	No	Yes
MA1536.2_NR2C2	MA1536.2_NR2C2	0.258285803638631	2.163405945192	1.78339209841939	0.648602135132845	1.1825910223678	1.63379871249557e-183	7.17579496611606e-89	1	1.76472573456227e-06	yes	no	yes	yes	0.42549618233389	-0.533989703946189	-0.725450330147027	-0.781984510696698	no	yes	no	yes	MA1536.2	NR2C2	NR2C2	Yes	Yes	No	No	No	Yes	No	Yes
MA1537.2_NR2F1	MA1537.2_NR2F1	0.887432778679365	1.78910913131044	2.54905519307156	1.69585511308215	1.01181701176304	2.98634551130479e-90	2.57095820674665e-309	6.713848183846e-71	1	no	yes	yes	no	-0.587871733529688	-0.836669938045903	-0.935834091771373	-0.723938282211986	no	yes	yes	no	MA1537.2	NR2F1	NR2F1	No	No	No	No	No	Yes	No	Yes
MA1539.1_NR2F6	MA1539.1_NR2F6	0.726488007807501	2.17667668505425	1.50524907829318	0.598035342129584	0.736487652033711	2.35787576133154e-187	4.74346001978885e-40	1	1	yes	no	no	no	0.72515932673165	0.785714632776154	-0.468406111010361	0.666264756445648	yes	no	no	no	MA1539.1	NR2F6	NR2F6	No	Yes	No	No	Yes	No	No	No
